date,product_id,store_id,inventory
2024-10-11,P028,S02,45
2024-10-11,P028,S03,85
2024-10-11,P028,S04,149
2024-10-11,P028,S05,130
2024-10-11,P028,S06,134
2024-10-11,P028,S07,107
2024-10-11,P028,S08,92
2024-10-11,P028,S09,113
2024-10-11,P028,S10,111
2024-10-11,P029,S01,276
2024-10-11,P029,S02,151
2024-10-11,P029,S03,129
2024-10-11,P029,S04,80
2024-10-11,P029,S05,67
2024-10-11,P029,S06,184
2024-10-11,P029,S07,69
2024-10-11,P029,S08,119
2024-10-11,P029,S09,74
2024-10-11,P029,S10,97
2024-10-11,P030,S01,121
2024-10-11,P030,S02,118
2024-10-11,P030,S03,56
2024-10-11,P030,S04,46
2024-10-11,P030,S05,111
2024-10-11,P030,S06,64
2024-10-11,P030,S07,42
2024-10-11,P030,S08,65
2024-10-11,P030,S09,56
2024-10-11,P030,S10,22
2024-10-11,P031,S01,147
2024-10-11,P031,S02,134
2024-10-11,P031,S03,141
2024-10-11,P031,S04,30
2024-10-11,P031,S05,50
2024-10-11,P031,S06,38
2024-10-11,P031,S07,181
2024-10-11,P031,S08,314
2024-10-11,P031,S09,115
2024-10-11,P031,S10,226
2024-10-11,P032,S01,39
2024-10-11,P032,S02,109
2024-10-11,P032,S03,93
2024-10-11,P032,S04,107
2024-10-11,P032,S05,172
2024-10-11,P032,S06,179
2024-10-11,P032,S07,81
2024-10-11,P032,S08,78
2024-10-11,P032,S09,146
2024-10-11,P032,S10,69
2024-10-11,P033,S01,47
2024-10-11,P033,S02,91
2024-10-11,P033,S03,63
2024-10-11,P033,S04,49
2024-10-11,P033,S05,92
2024-10-11,P033,S06,158
2024-10-11,P033,S07,199
2024-10-11,P033,S08,22
2024-10-11,P033,S09,44
2024-10-11,P033,S10,66
2024-10-11,P034,S01,164
2024-10-11,P034,S02,30
2024-10-11,P034,S03,39
2024-10-11,P034,S04,47
2024-10-11,P034,S05,35
2024-10-11,P034,S06,48
2024-10-11,P034,S07,42
2024-10-11,P034,S08,11
2024-10-11,P034,S09,29
2024-10-11,P034,S10,64
2024-10-11,P035,S01,160
2024-10-11,P035,S02,246
2024-10-11,P035,S03,44
2024-10-11,P035,S04,199
2024-10-11,P035,S05,216
2024-10-11,P035,S06,111
2024-10-11,P035,S07,54
2024-10-11,P035,S08,151
2024-10-11,P035,S09,156
2024-10-11,P035,S10,154
2024-10-11,P036,S01,126
2024-10-11,P036,S02,19
2024-10-11,P036,S03,211
2024-10-11,P036,S04,114
2024-10-11,P036,S05,9
2024-10-11,P036,S06,51
2024-10-11,P036,S07,89
2024-10-11,P036,S08,38
2024-10-11,P036,S09,58
2024-10-11,P036,S10,322
2024-10-11,P037,S01,150
2024-10-11,P037,S02,98
2024-10-11,P037,S03,75
2024-10-11,P037,S04,182
2024-10-11,P037,S05,24
2024-10-11,P037,S06,87
2024-10-11,P037,S07,33
2024-10-11,P037,S08,85
2024-10-11,P037,S09,34
2024-10-11,P037,S10,174
2024-10-11,P038,S01,288
2024-10-11,P038,S02,52
2024-10-11,P038,S03,268
2024-10-11,P038,S04,16
2024-10-11,P038,S05,59
2024-10-11,P038,S06,58
2024-10-11,P038,S07,84
2024-10-11,P038,S08,108
2024-10-11,P038,S09,94
2024-10-11,P038,S10,29
2024-10-11,P039,S01,96
2024-10-11,P039,S02,105
2024-10-11,P039,S03,91
2024-10-11,P039,S04,99
2024-10-11,P039,S05,24
2024-10-11,P039,S06,231
2024-10-11,P039,S07,186
2024-10-11,P039,S08,271
2024-10-11,P039,S09,107
2024-10-11,P039,S10,140
2024-10-11,P040,S01,132
2024-10-11,P040,S02,180
2024-10-11,P040,S03,72
2024-10-11,P040,S04,90
2024-10-11,P040,S05,110
2024-10-11,P040,S06,229
2024-10-11,P040,S07,283
2024-10-11,P040,S08,262
2024-10-11,P040,S09,88
2024-10-11,P040,S10,154
2024-10-11,P041,S01,48
2024-10-11,P041,S02,46
2024-10-11,P041,S03,109
2024-10-11,P041,S04,246
2024-10-11,P041,S05,36
2024-10-11,P041,S06,43
2024-10-11,P041,S07,260
2024-10-11,P041,S08,74
2024-10-11,P041,S09,182
2024-10-11,P041,S10,65
2024-10-11,P042,S01,146
2024-10-11,P042,S02,268
2024-10-11,P042,S03,207
2024-10-11,P042,S04,57
2024-10-11,P042,S05,78
2024-10-11,P042,S06,71
2024-10-11,P042,S07,242
2024-10-11,P042,S08,47
2024-10-11,P042,S09,108
2024-10-11,P042,S10,71
2024-10-11,P043,S01,174
2024-10-11,P043,S02,123
2024-10-11,P043,S03,73
2024-10-11,P043,S04,85
2024-10-11,P043,S05,248
2024-10-11,P043,S06,77
2024-10-11,P043,S07,138
2024-10-11,P043,S08,39
2024-10-11,P043,S09,64
2024-10-11,P043,S10,284
2024-10-11,P044,S01,52
2024-10-11,P044,S02,72
2024-10-11,P044,S03,95
2024-10-11,P044,S04,82
2024-10-11,P044,S05,346
2024-10-11,P044,S06,101
2024-10-11,P044,S07,64
2024-10-11,P044,S08,72
2024-10-11,P044,S09,30
2024-10-11,P044,S10,94
2024-10-11,P045,S01,104
2024-10-11,P045,S02,104
2024-10-11,P045,S03,131
2024-10-11,P045,S04,77
2024-10-11,P045,S05,30
2024-10-11,P045,S06,370
2024-10-11,P045,S07,80
2024-10-11,P045,S08,80
2024-10-11,P045,S09,80
2024-10-11,P045,S10,168
2024-10-11,P046,S01,283
2024-10-11,P046,S02,28
2024-10-11,P046,S03,212
2024-10-11,P046,S04,146
2024-10-11,P046,S05,104
2024-10-11,P046,S06,64
2024-10-11,P046,S07,71
2024-10-11,P046,S08,10
2024-10-11,P046,S09,62
2024-10-11,P046,S10,79
2024-10-11,P047,S01,35
2024-10-11,P047,S02,203
2024-10-11,P047,S03,29
2024-10-11,P047,S04,196
2024-10-11,P047,S05,125
2024-10-11,P047,S06,68
2024-10-11,P047,S07,149
2024-10-11,P047,S08,211
2024-10-11,P047,S09,138
2024-10-11,P047,S10,60
2024-10-11,P048,S01,23
2024-10-11,P048,S02,163
2024-10-11,P048,S03,72
2024-10-11,P048,S04,39
2024-10-11,P048,S05,74
2024-10-11,P048,S06,26
2024-10-11,P048,S07,150
2024-10-11,P048,S08,83
2024-10-11,P048,S09,300
2024-10-11,P048,S10,87
2024-10-11,P049,S01,130
2024-10-11,P049,S02,27
2024-10-11,P049,S03,19
2024-10-11,P049,S04,169
2024-10-11,P049,S05,135
2024-10-11,P049,S06,69
2024-10-11,P049,S07,75
2024-10-11,P049,S08,39
2024-10-11,P049,S09,66
2024-10-11,P049,S10,119
2024-10-11,P050,S01,110
2024-10-11,P050,S02,112
2024-10-11,P050,S03,134
2024-10-11,P050,S04,344
2024-10-11,P050,S05,114
2024-10-11,P050,S06,63
2024-10-11,P050,S07,29
2024-10-11,P050,S08,74
2024-10-11,P050,S09,154
2024-10-11,P050,S10,102
2024-10-11,P051,S01,214
2024-10-11,P051,S02,226
2024-10-11,P051,S03,43
2024-10-11,P051,S04,95
2024-10-11,P051,S05,290
2024-10-11,P051,S06,232
2024-10-11,P051,S07,34
2024-10-11,P051,S08,49
2024-10-11,P051,S09,128
2024-10-11,P051,S10,105
2024-10-11,P052,S01,94
2024-10-11,P052,S02,58
2024-10-11,P052,S03,146
2024-10-11,P052,S04,142
2024-10-11,P052,S05,15
2024-10-11,P052,S06,81
2024-10-11,P052,S07,111
2024-10-11,P052,S08,183
2024-10-11,P052,S09,209
2024-10-11,P052,S10,42
2024-10-11,P053,S01,290
2024-10-11,P053,S02,405
2024-10-11,P053,S03,31
2024-10-11,P053,S04,78
2024-10-11,P053,S05,277
2024-10-11,P053,S06,101
2024-10-11,P053,S07,96
2024-10-11,P053,S08,215
2024-10-11,P053,S09,109
2024-10-11,P053,S10,72
2024-10-11,P054,S01,114
2024-10-11,P054,S02,115
2024-10-11,P054,S03,200
2024-10-11,P054,S04,228
2024-10-11,P054,S05,126
2024-10-11,P054,S06,99
2024-10-11,P054,S07,191
2024-10-11,P054,S08,258
2024-10-11,P054,S09,118
2024-10-11,P054,S10,128
2024-10-11,P055,S01,172
2024-10-11,P055,S02,149
2024-10-11,P055,S03,255
2024-10-11,P055,S04,32
2024-10-11,P055,S05,184
2024-10-11,P055,S06,83
2024-10-11,P055,S07,259
2024-10-11,P055,S08,48
2024-10-11,P055,S09,75
2024-10-11,P055,S10,107
2024-10-11,P056,S01,53
2024-10-11,P056,S02,113
2024-10-11,P056,S03,105
2024-10-11,P056,S04,49
2024-10-11,P056,S05,262
2024-10-11,P056,S06,18
2024-10-11,P056,S07,133
2024-10-11,P056,S08,19
2024-10-11,P056,S09,148
2024-10-11,P056,S10,122
2024-10-11,P057,S01,116
2024-10-11,P057,S02,45
2024-10-11,P057,S03,62
2024-10-11,P057,S04,68
2024-10-11,P057,S05,61
2024-10-11,P057,S06,38
2024-10-11,P057,S07,228
2024-10-11,P057,S08,156
2024-10-11,P057,S09,114
2024-10-11,P057,S10,99
2024-10-11,P058,S01,178
2024-10-11,P058,S02,87
2024-10-11,P058,S03,58
2024-10-11,P058,S04,28
2024-10-11,P058,S05,293
2024-10-11,P058,S06,45
2024-10-11,P058,S07,112
2024-10-11,P058,S08,194
2024-10-11,P058,S09,58
2024-10-11,P058,S10,67
2024-10-11,P059,S01,109
2024-10-11,P059,S02,83
2024-10-11,P059,S03,205
2024-10-11,P059,S04,35
2024-10-11,P059,S05,171
2024-10-11,P059,S06,16
2024-10-11,P059,S07,84
2024-10-11,P059,S08,45
2024-10-11,P059,S09,11
2024-10-11,P059,S10,65
2024-10-11,P060,S01,68
2024-10-11,P060,S02,37
2024-10-11,P060,S03,63
2024-10-11,P060,S04,140
2024-10-11,P060,S05,145
2024-10-11,P060,S06,37
2024-10-11,P060,S07,230
2024-10-11,P060,S08,85
2024-10-11,P060,S09,102
2024-10-11,P060,S10,29
2024-10-12,P001,S01,82
2024-10-12,P001,S02,191
2024-10-12,P001,S03,122
2024-10-12,P001,S04,170
2024-10-12,P001,S05,291
2024-10-12,P001,S06,53
2024-10-12,P001,S07,312
2024-10-12,P001,S08,163
2024-10-12,P001,S09,24
2024-10-12,P001,S10,109
2024-10-12,P002,S01,199
2024-10-12,P002,S02,24
2024-10-12,P002,S03,107
2024-10-12,P002,S04,147
2024-10-12,P002,S05,151
2024-10-12,P002,S06,59
2024-10-12,P002,S07,83
2024-10-12,P002,S08,108
2024-10-12,P002,S09,140
2024-10-12,P002,S10,69
2024-10-12,P003,S01,88
2024-10-12,P003,S02,152
2024-10-12,P003,S03,139
2024-10-12,P003,S04,114
2024-10-12,P003,S05,194
2024-10-12,P003,S06,343
2024-10-12,P003,S07,155
2024-10-12,P003,S08,189
2024-10-12,P003,S09,142
2024-10-12,P003,S10,84
2024-10-12,P004,S01,170
2024-10-12,P004,S02,105
2024-10-12,P004,S03,209
2024-10-12,P004,S04,129
2024-10-12,P004,S05,97
2024-10-12,P004,S06,71
2024-10-12,P004,S07,146
2024-10-12,P004,S08,55
2024-10-12,P004,S09,190
2024-10-12,P004,S10,95
2024-10-12,P005,S01,89
2024-10-12,P005,S02,102
2024-10-12,P005,S03,79
2024-10-12,P005,S04,301
2024-10-12,P005,S05,47
2024-10-12,P005,S06,286
2024-10-12,P005,S07,205
2024-10-12,P005,S08,275
2024-10-12,P005,S09,28
2024-10-12,P005,S10,102
2024-10-12,P006,S01,58
2024-10-12,P006,S02,84
2024-10-12,P006,S03,21
2024-10-12,P006,S04,74
2024-10-12,P006,S05,86
2024-10-12,P006,S06,105
2024-10-12,P006,S07,87
2024-10-12,P006,S08,170
2024-10-12,P006,S09,68
2024-10-12,P006,S10,180
2024-10-12,P007,S01,237
2024-10-12,P007,S02,79
2024-10-12,P007,S03,99
2024-10-12,P007,S04,158
2024-10-12,P007,S05,41
2024-10-12,P007,S06,164
2024-10-12,P007,S07,39
2024-10-12,P007,S08,290
2024-10-12,P007,S09,104
2024-10-12,P007,S10,16
2024-10-12,P008,S01,269
2024-10-12,P008,S02,143
2024-10-12,P008,S03,171
2024-10-12,P008,S04,183
2024-10-12,P008,S05,88
2024-10-12,P008,S06,105
2024-10-12,P008,S07,177
2024-10-12,P008,S08,69
2024-10-12,P008,S09,145
2024-10-12,P008,S10,130
2024-10-12,P009,S01,17
2024-10-12,P009,S02,61
2024-10-12,P009,S03,173
2024-10-12,P009,S04,33
2024-10-12,P009,S05,17
2024-10-12,P009,S06,92
2024-10-12,P009,S07,123
2024-10-12,P009,S08,124
2024-10-12,P009,S09,376
2024-10-12,P009,S10,92
2024-10-12,P010,S01,168
2024-10-12,P010,S02,29
2024-10-12,P010,S03,92
2024-10-12,P010,S04,122
2024-10-12,P010,S05,66
2024-10-12,P010,S06,119
2024-10-12,P010,S07,222
2024-10-12,P010,S08,123
2024-10-12,P010,S09,79
2024-10-12,P010,S10,37
2024-10-12,P011,S01,161
2024-10-12,P011,S02,194
2024-10-12,P011,S03,326
2024-10-12,P011,S04,239
2024-10-12,P011,S05,56
2024-10-12,P011,S06,195
2024-10-12,P011,S07,89
2024-10-12,P011,S08,118
2024-10-12,P011,S09,288
2024-10-12,P011,S10,90
2024-10-12,P012,S01,117
2024-10-12,P012,S02,211
2024-10-12,P012,S03,170
2024-10-12,P012,S04,99
2024-10-12,P012,S05,41
2024-10-12,P012,S06,71
2024-10-12,P012,S07,173
2024-10-12,P012,S08,114
2024-10-12,P012,S09,106
2024-10-12,P012,S10,381
2024-10-12,P013,S01,200
2024-10-12,P013,S02,299
2024-10-12,P013,S03,168
2024-10-12,P013,S04,67
2024-10-12,P013,S05,221
2024-10-12,P013,S06,52
2024-10-12,P013,S07,50
2024-10-12,P013,S08,148
2024-10-12,P013,S09,97
2024-10-12,P013,S10,279
2024-10-12,P014,S01,40
2024-10-12,P014,S02,188
2024-10-12,P014,S03,49
2024-10-12,P014,S04,151
2024-10-12,P014,S05,90
2024-10-12,P014,S06,231
2024-10-12,P014,S07,399
2024-10-12,P014,S08,329
2024-10-12,P014,S09,100
2024-10-12,P014,S10,244
2024-10-12,P015,S01,191
2024-10-12,P015,S02,69
2024-10-12,P015,S03,213
2024-10-12,P015,S04,182
2024-10-12,P015,S05,237
2024-10-12,P015,S06,25
2024-10-12,P015,S07,50
2024-10-12,P015,S08,58
2024-10-12,P015,S09,86
2024-10-12,P015,S10,180
2024-10-12,P016,S01,152
2024-10-12,P016,S02,123
2024-10-12,P016,S03,78
2024-10-12,P016,S04,76
2024-10-12,P016,S05,136
2024-10-12,P016,S06,139
2024-10-12,P016,S07,125
2024-10-12,P016,S08,76
2024-10-12,P016,S09,55
2024-10-12,P016,S10,108
2024-10-12,P017,S01,296
2024-10-12,P017,S02,67
2024-10-12,P017,S03,102
2024-10-12,P017,S04,72
2024-10-12,P017,S05,119
2024-10-12,P017,S06,189
2024-10-12,P017,S07,93
2024-10-12,P017,S08,174
2024-10-12,P017,S09,218
2024-10-12,P017,S10,97
2024-10-12,P018,S01,67
2024-10-12,P018,S02,41
2024-10-12,P018,S03,155
2024-10-12,P018,S04,141
2024-10-12,P018,S05,114
2024-10-12,P018,S06,112
2024-10-12,P018,S07,202
2024-10-12,P018,S08,266
2024-10-12,P018,S09,102
2024-10-12,P018,S10,66
2024-10-12,P019,S01,66
2024-10-12,P019,S02,28
2024-10-12,P019,S03,197
2024-10-12,P019,S04,66
2024-10-12,P019,S05,115
2024-10-12,P019,S06,38
2024-10-12,P019,S07,55
2024-10-12,P019,S08,37
2024-10-12,P019,S09,189
2024-10-12,P019,S10,21
2024-10-12,P020,S01,221
2024-10-12,P020,S02,249
2024-10-12,P020,S03,181
2024-10-12,P020,S04,128
2024-10-12,P020,S05,169
2024-10-12,P020,S06,87
2024-10-12,P020,S07,72
2024-10-12,P020,S08,90
2024-10-12,P020,S09,43
2024-10-12,P020,S10,28
2024-10-12,P021,S01,127
2024-10-12,P021,S02,69
2024-10-12,P021,S03,212
2024-10-12,P021,S04,118
2024-10-12,P021,S05,18
2024-10-12,P021,S06,36
2024-10-12,P021,S07,169
2024-10-12,P021,S08,164
2024-10-12,P021,S09,243
2024-10-12,P021,S10,105
2024-10-12,P022,S01,59
2024-10-12,P022,S02,93
2024-10-12,P022,S03,144
2024-10-12,P022,S04,112
2024-10-12,P022,S05,107
2024-10-12,P022,S06,41
2024-10-12,P022,S07,29
2024-10-12,P022,S08,94
2024-10-12,P022,S09,60
2024-10-12,P022,S10,81
2024-10-12,P023,S01,112
2024-10-12,P023,S02,232
2024-10-12,P023,S03,110
2024-10-12,P023,S04,132
2024-10-12,P023,S05,183
2024-10-12,P023,S06,274
2024-10-12,P023,S07,58
2024-10-12,P023,S08,32
2024-10-12,P023,S09,164
2024-10-12,P023,S10,88
2024-10-12,P024,S01,39
2024-10-12,P024,S02,62
2024-10-12,P024,S03,40
2024-10-12,P024,S04,304
2024-10-12,P024,S05,84
2024-10-12,P024,S06,215
2024-10-12,P024,S07,132
2024-10-12,P024,S08,42
2024-10-12,P024,S09,228
2024-10-12,P024,S10,35
2024-10-12,P025,S01,109
2024-10-12,P025,S02,108
2024-10-12,P025,S03,80
2024-10-12,P025,S04,258
2024-10-12,P025,S05,21
2024-10-12,P025,S06,420
2024-10-12,P025,S07,225
2024-10-12,P025,S08,254
2024-10-12,P025,S09,253
2024-10-12,P025,S10,94
2024-10-12,P026,S01,90
2024-10-12,P026,S02,95
2024-10-12,P026,S03,192
2024-10-12,P026,S04,97
2024-10-12,P026,S05,51
2024-10-12,P026,S06,141
2024-10-12,P026,S07,54
2024-10-12,P026,S08,96
2024-10-12,P026,S09,159
2024-10-12,P026,S10,180
2024-10-12,P027,S01,66
2024-10-12,P027,S02,205
2024-10-12,P027,S03,64
2024-10-12,P027,S04,22
2024-10-12,P027,S05,28
2024-10-12,P027,S06,200
2024-10-12,P027,S07,228
2024-10-12,P027,S08,53
2024-10-12,P027,S09,77
2024-10-12,P027,S10,387
2024-10-12,P028,S01,229
2024-10-12,P028,S02,102
2024-10-12,P028,S03,102
2024-10-12,P028,S04,44
2024-10-12,P028,S05,187
2024-10-12,P028,S06,65
2024-10-12,P028,S07,139
2024-10-12,P028,S08,116
2024-10-12,P028,S09,54
2024-10-12,P028,S10,50
2024-10-12,P029,S01,38
2024-10-12,P029,S02,110
2024-10-12,P029,S03,126
2024-10-12,P029,S04,101
2024-10-12,P029,S05,216
2024-10-12,P029,S06,170
2024-10-12,P029,S07,42
2024-10-12,P029,S08,73
2024-10-12,P029,S09,112
2024-10-12,P029,S10,60
2024-10-12,P030,S01,67
2024-10-12,P030,S02,331
2024-10-12,P030,S03,84
2024-10-12,P030,S04,169
2024-10-12,P030,S05,75
2024-10-12,P030,S06,213
2024-10-12,P030,S07,122
2024-10-12,P030,S08,264
2024-10-12,P030,S09,66
2024-10-12,P030,S10,142
2024-10-12,P031,S01,193
2024-10-12,P031,S02,308
2024-10-12,P031,S03,120
2024-10-12,P031,S04,24
2024-10-12,P031,S05,423
2024-10-12,P031,S06,19
2024-10-12,P031,S07,295
2024-10-12,P031,S08,154
2024-10-12,P031,S09,156
2024-10-12,P031,S10,138
2024-10-12,P032,S01,86
2024-10-12,P032,S02,168
2024-10-12,P032,S03,203
2024-10-12,P032,S04,238
2024-10-12,P032,S05,189
2024-10-12,P032,S06,273
2024-10-12,P032,S07,121
2024-10-12,P032,S08,24
2024-10-12,P032,S09,54
2024-10-12,P032,S10,67
2024-10-12,P033,S01,270
2024-10-12,P033,S02,175
2024-10-12,P033,S03,71
2024-10-12,P033,S04,292
2024-10-12,P033,S05,281
2024-10-12,P033,S06,174
2024-10-12,P033,S07,141
2024-10-12,P033,S08,49
2024-10-12,P033,S09,174
2024-10-12,P033,S10,150
2024-10-12,P034,S01,72
2024-10-12,P034,S02,24
2024-10-12,P034,S03,54
2024-10-12,P034,S04,70
2024-10-12,P034,S05,266
2024-10-12,P034,S06,147
2024-10-12,P034,S07,72
2024-10-12,P034,S08,48
2024-10-12,P034,S09,33
2024-10-12,P034,S10,83
2024-10-12,P035,S01,125
2024-10-12,P035,S02,137
2024-10-12,P035,S03,111
2024-10-12,P035,S04,115
2024-10-12,P035,S05,177
2024-10-12,P035,S06,290
2024-10-12,P035,S07,135
2024-10-12,P035,S08,83
2024-10-12,P035,S09,107
2024-10-12,P035,S10,53
2024-10-12,P036,S01,51
2024-10-12,P036,S02,26
2024-10-12,P036,S03,117
2024-10-12,P036,S04,181
2024-10-12,P036,S05,56
2024-10-12,P036,S06,145
2024-10-12,P036,S07,156
2024-10-12,P036,S08,163
2024-10-12,P036,S09,388
2024-10-12,P036,S10,66
2024-10-12,P037,S01,110
2024-10-12,P037,S02,92
2024-10-12,P037,S03,89
2024-10-12,P037,S04,248
2024-10-12,P037,S05,275
2024-10-12,P037,S06,114
2024-10-12,P037,S07,126
2024-10-12,P037,S08,59
2024-10-12,P037,S09,255
2024-10-12,P037,S10,130
2024-10-12,P038,S01,47
2024-10-12,P038,S02,155
2024-10-12,P038,S03,202
2024-10-12,P038,S04,185
2024-10-12,P038,S05,156
2024-10-12,P038,S06,97
2024-10-12,P038,S07,84
2024-10-12,P038,S08,299
2024-10-12,P038,S09,68
2024-10-12,P038,S10,152
2024-10-12,P039,S01,32
2024-10-12,P039,S02,97
2024-10-12,P039,S03,36
2024-10-12,P039,S04,80
2024-10-12,P039,S05,50
2024-10-12,P039,S06,376
2024-10-12,P039,S07,123
2024-10-12,P039,S08,134
2024-10-12,P039,S09,61
2024-10-12,P039,S10,165
2024-10-12,P040,S01,64
2024-10-12,P040,S02,214
2024-10-12,P040,S03,86
2024-10-12,P040,S04,205
2024-10-12,P040,S05,72
2024-10-12,P040,S06,47
2024-10-12,P040,S07,37
2024-10-12,P040,S08,137
2024-10-12,P040,S09,131
2024-10-12,P040,S10,227
2024-10-12,P041,S01,199
2024-10-12,P041,S02,69
2024-10-12,P041,S03,229
2024-10-12,P041,S04,150
2024-10-12,P041,S05,177
2024-10-12,P041,S06,48
2024-10-12,P041,S07,58
2024-10-12,P041,S08,81
2024-10-12,P041,S09,187
2024-10-12,P041,S10,23
2024-10-12,P042,S01,54
2024-10-12,P042,S02,87
2024-10-12,P042,S03,112
2024-10-12,P042,S04,141
2024-10-12,P042,S05,222
2024-10-12,P042,S06,63
2024-10-12,P042,S07,124
2024-10-12,P042,S08,65
2024-10-12,P042,S09,105
2024-10-12,P042,S10,100
2024-10-12,P043,S01,268
2024-10-12,P043,S02,24
2024-10-12,P043,S03,142
2024-10-12,P043,S04,93
2024-10-12,P043,S05,70
2024-10-12,P043,S06,123
2024-10-12,P043,S07,215
2024-10-12,P043,S08,177
2024-10-12,P043,S09,148
2024-10-12,P043,S10,129
2024-10-12,P044,S01,102
2024-10-12,P044,S02,126
2024-10-12,P044,S03,161
2024-10-12,P044,S04,128
2024-10-12,P044,S05,119
2024-10-12,P044,S06,117
2024-10-12,P044,S07,166
2024-10-12,P044,S08,171
2024-10-12,P044,S09,84
2024-10-12,P044,S10,122
2024-10-12,P045,S01,91
2024-10-12,P045,S02,39
2024-10-12,P045,S03,113
2024-10-12,P045,S04,87
2024-10-12,P045,S05,213
2024-10-12,P045,S06,82
2024-10-12,P045,S07,128
2024-10-12,P045,S08,179
2024-10-12,P045,S09,197
2024-10-12,P045,S10,98
2024-10-12,P046,S01,44
2024-10-12,P046,S02,109
2024-10-12,P046,S03,177
2024-10-12,P046,S04,37
2024-10-12,P046,S05,166
2024-10-12,P046,S06,137
2024-10-12,P046,S07,98
2024-10-12,P046,S08,20
2024-10-12,P046,S09,240
2024-10-12,P046,S10,90
2024-10-12,P047,S01,71
2024-10-12,P047,S02,43
2024-10-12,P047,S03,128
2024-10-12,P047,S04,143
2024-10-12,P047,S05,143
2024-10-12,P047,S06,87
2024-10-12,P047,S07,246
2024-10-12,P047,S08,31
2024-10-12,P047,S09,50
2024-10-12,P047,S10,34
2024-10-12,P048,S01,188
2024-10-12,P048,S02,265
2024-10-12,P048,S03,192
2024-10-12,P048,S04,141
2024-10-12,P048,S05,259
2024-10-12,P048,S06,200
2024-10-12,P048,S07,217
2024-10-12,P048,S08,57
2024-10-12,P048,S09,21
2024-10-12,P048,S10,64
2024-10-12,P049,S01,89
2024-10-12,P049,S02,268
2024-10-12,P049,S03,124
2024-10-12,P049,S04,109
2024-10-12,P049,S05,255
2024-10-12,P049,S06,221
2024-10-12,P049,S07,89
2024-10-12,P049,S08,145
2024-10-12,P049,S09,332
2024-10-12,P049,S10,236
2024-10-12,P050,S01,248
2024-10-12,P050,S02,172
2024-10-12,P050,S03,107
2024-10-12,P050,S04,408
2024-10-12,P050,S05,117
2024-10-12,P050,S06,231
2024-10-12,P050,S07,48
2024-10-12,P050,S08,181
2024-10-12,P050,S09,78
2024-10-12,P050,S10,109
2024-10-12,P051,S01,183
2024-10-12,P051,S02,130
2024-10-12,P051,S03,173
2024-10-12,P051,S04,162
2024-10-12,P051,S05,62
2024-10-12,P051,S06,39
2024-10-12,P051,S07,96
2024-10-12,P051,S08,139
2024-10-12,P051,S09,68
2024-10-12,P051,S10,75
2024-10-12,P052,S01,81
2024-10-12,P052,S02,82
2024-10-12,P052,S03,67
2024-10-12,P052,S04,69
2024-10-12,P052,S05,163
2024-10-12,P052,S06,99
2024-10-12,P052,S07,140
2024-10-12,P052,S08,31
2024-10-12,P052,S09,104
2024-10-12,P052,S10,293
2024-10-12,P053,S01,196
2024-10-12,P053,S02,67
2024-10-12,P053,S03,55
2024-10-12,P053,S04,251
2024-10-12,P053,S05,58
2024-10-12,P053,S06,146
2024-10-12,P053,S07,130
2024-10-12,P053,S08,139
2024-10-12,P053,S09,81
2024-10-12,P053,S10,173
2024-10-12,P054,S01,22
2024-10-12,P054,S02,243
2024-10-12,P054,S03,178
2024-10-12,P054,S04,171
2024-10-12,P054,S05,70
2024-10-12,P054,S06,180
2024-10-12,P054,S07,245
2024-10-12,P054,S08,104
2024-10-12,P054,S09,160
2024-10-12,P054,S10,160
2024-10-12,P055,S01,97
2024-10-12,P055,S02,47
2024-10-12,P055,S03,22
2024-10-12,P055,S04,127
2024-10-12,P055,S05,226
2024-10-12,P055,S06,257
2024-10-12,P055,S07,223
2024-10-12,P055,S08,61
2024-10-12,P055,S09,179
2024-10-12,P055,S10,276
2024-10-12,P056,S01,84
2024-10-12,P056,S02,26
2024-10-12,P056,S03,116
2024-10-12,P056,S04,320
2024-10-12,P056,S05,274
2024-10-12,P056,S06,95
2024-10-12,P056,S07,171
2024-10-12,P056,S08,144
2024-10-12,P056,S09,30
2024-10-12,P056,S10,73
2024-10-12,P057,S01,215
2024-10-12,P057,S02,39
2024-10-12,P057,S03,140
2024-10-12,P057,S04,45
2024-10-12,P057,S05,104
2024-10-12,P057,S06,171
2024-10-12,P057,S07,106
2024-10-12,P057,S08,184
2024-10-12,P057,S09,218
2024-10-12,P057,S10,138
2024-10-12,P058,S01,112
2024-10-12,P058,S02,228
2024-10-12,P058,S03,102
2024-10-12,P058,S04,286
2024-10-12,P058,S05,124
2024-10-12,P058,S06,41
2024-10-12,P058,S07,136
2024-10-12,P058,S08,99
2024-10-12,P058,S09,126
2024-10-12,P058,S10,46
2024-10-12,P059,S01,110
2024-10-12,P059,S02,86
2024-10-12,P059,S03,268
2024-10-12,P059,S04,66
2024-10-12,P059,S05,63
2024-10-12,P059,S06,65
2024-10-12,P059,S07,85
2024-10-12,P059,S08,114
2024-10-12,P059,S09,72
2024-10-12,P059,S10,67
2024-10-12,P060,S01,97
2024-10-12,P060,S02,51
2024-10-12,P060,S03,76
2024-10-12,P060,S04,323
2024-10-12,P060,S05,75
2024-10-12,P060,S06,171
2024-10-12,P060,S07,79
2024-10-12,P060,S08,60
2024-10-12,P060,S09,86
2024-10-12,P060,S10,235
2024-10-13,P001,S01,32
2024-10-13,P001,S02,19
2024-10-13,P001,S03,63
